mlsfc,mcate_nm,Sex,Age,Month,time,day,fav_plc,click
식당,냉면,F,38,2,12,화,유명사찰,1
식당,분식,M,49,6,17,토,유명사적/유적지,1
식당,삼겹살,F,34,7,7,일,BBQ치킨,1
식당,햄버거/도너츠/샌드위치,F,57,3,20,화,피자,0
식당,국수전문,F,27,1,9,일,떡집,1
식당,삼겹살,F,37,9,2,수,주커피,0
식당,일반한식,F,22,11,10,토,분식,1
식당,생선회,F,36,3,2,월,요거프레소,0
식당,일반한식,F,46,1,14,금,우동,0
식당,찌개/탕전문,M,46,1,6,목,파스쿠찌,1
식당,해물요리,F,26,11,19,목,대형호수/저수지,0
식당,찌개/탕전문,F,50,5,4,목,지역근린공원,1
식당,해물요리,M,28,4,16,목,동물원,1
식당,생고기/등심,F,30,8,16,금,BBQ치킨,0
식당,갈비/불고기,M,56,11,12,수,보양식,0
식당,일반한식,M,25,4,7,수,소형갤러리,1
식당,일반한식,M,40,6,1,수,던킨도너츠,1
식당,돈까스전문,F,19,5,12,토,떡집,0
식당,족발/보쌈,M,36,4,13,수,스타벅스,1
식당,일반한식,F,58,12,16,목,샤브샤브,0
식당,갈비/불고기,F,51,2,8,화,망고식스,0
식당,분식,F,58,10,12,월,카페쎄리오,1
식당,분식,M,25,11,6,토,폭포/계곡,1
식당,닭/오리구이,F,46,6,21,토,대형기념관/묘역,0
식당,일반한식,F,39,3,1,일,닭/오리구이,0
식당,일반한식,M,25,11,14,화,서원/향교/서당,0
식당,분식,F,58,10,11,화,지역사찰,1
식당,국수전문,F,43,10,8,금,전문부페,1
식당,생고기/등심,M,41,10,18,금,카페베네,0
식당,분식,F,40,11,6,목,애슐리,1
식당,햄버거/도너츠/샌드위치,F,40,9,12,일,피자,1
식당,생고기/등심,M,21,2,13,월,망고식스,1
식당,일반한식,M,56,4,23,화,버거킹,0
식당,생고기/등심,F,15,2,9,일,파스타전문,1
식당,삼겹살,F,16,7,23,일,페리카나,1
식당,국수전문,M,21,10,12,금,대형시민/도심공원,0
식당,족발/보쌈,F,33,7,7,월,동물원,1
식당,곱창/양구이,F,27,2,9,토,동물원,1
식당,국수전문,M,54,1,24,금,탐앤탐스,0
식당,치킨,F,52,7,15,화,삼겹살,1
식당,국수전문,F,28,4,16,수,찌개/탕전문,1
식당,국수전문,M,57,12,21,수,피자,1
식당,찌개/탕전문,F,44,6,16,금,프랑스음식,0
식당,일반한식,F,33,9,9,일,대형미술관,0
식당,생선회,F,19,10,18,일,전통찻집,0
식당,일반한식,F,34,1,23,일,다방,0
식당,일반한식,F,27,8,7,토,일반유원지/일반놀이공원,1
식당,치킨,F,30,1,8,목,카페(도심),1
식당,국수전문,F,27,8,2,월,컨벤션센터,0
식당,분식,F,35,10,21,일,군락/서식지/생태보호구역,0
식당,일반한식,M,44,3,23,화,시립/군립공원,0
식당,일반한식,M,27,2,14,월,생고기/등심,1
식당,치킨,M,34,7,14,목,카페베네,1
식당,생고기/등심,M,23,5,10,화,한솥도시락,0
식당,분식,M,47,8,24,수,탐앤탐스,1
식당,햄버거/도너츠/샌드위치,M,16,8,10,수,유명사적/유적지,0
식당,피자,M,14,9,23,수,뚜레쥬르,1
식당,생고기/등심,M,19,2,19,토,원할머니보쌈,0
식당,도시락,F,24,5,21,화,로티보이,1
식당,돈까스전문,M,24,8,13,화,맥도날드,1
식당,치킨,F,17,11,21,월,피쉬앤그릴,1
식당,생고기/등심,F,54,7,21,화,놀부보쌈,0
식당,갈비/불고기,M,40,11,13,화,파스쿠찌,0
식당,초밥/롤전문,M,46,9,12,토,벌집삼겹살,1
식당,갈비/불고기,F,47,10,19,금,닭익는마을,0
식당,분식,F,25,8,22,일,암자,1
식당,생고기/등심,F,46,10,3,토,크리스피크림도넛,1
식당,일반한식,F,49,3,8,토,프랑스음식,0
식당,갈비/불고기,F,34,6,11,수,돈까스전문,0
식당,곱창/양구이,F,14,8,7,토,지역축제,0
식당,일반한식,M,30,5,6,월,한솥도시락,1
식당,일반한식,F,56,2,9,수,경양식,1
식당,피자,M,34,5,6,화,곱창/양구이,0
식당,분식,F,59,10,20,금,나뚜루,0
식당,도시락,M,42,8,18,수,동남아음식,0
식당,도시락,F,51,8,24,금,파리바게뜨,1
식당,일반한식,M,24,5,8,목,생고기/등심,1
식당,국수전문,M,46,12,16,월,초밥/롤전문,0
식당,분식,F,14,8,18,일,대형시민/도심공원,1
식당,분식,F,23,12,1,금,버거킹,1
식당,치킨,F,49,9,17,화,유명사찰,0
식당,국수전문,M,28,5,24,일,교촌치킨,1
식당,국수전문,F,20,10,12,화,인도음식,1
식당,햄버거/도너츠/샌드위치,M,32,10,17,토,돈까스전문,1
식당,분식,M,23,6,7,화,피자,1
식당,일반한식,F,15,12,11,월,일반한식,1
식당,분식,M,15,12,4,금,전문부페,1
식당,치킨,M,36,2,5,토,일반부페,1
식당,치킨,F,22,5,13,월,유명사적/유적지,0
식당,찌개/탕전문,M,30,10,11,월,이디야,0
식당,일반한식,M,24,5,4,토,본죽,1
식당,일반한식,M,50,11,7,목,스타벅스,0
식당,족발/보쌈,M,27,1,24,금,먹거리/패션거리,1
식당,족발/보쌈,F,47,3,23,금,냉면,0
식당,분식,F,20,6,7,일,한스델리,0
식당,치킨,F,19,5,14,월,기타전시/박물관,0
식당,국수전문,M,27,8,9,목,시립/군립공원,0
식당,일반한식,F,59,6,9,일,이탈리아음식,1
식당,분식,M,20,9,21,금,파리바게뜨,1
식당,분식,M,32,2,23,월,시립/군립공원,1
식당,닭/오리구이,F,41,2,9,토,스테이크전문,0
식당,죽전문,F,20,6,21,일,서원/향교/서당,1
식당,치킨,F,48,7,3,월,빕스,1
식당,일반한식,F,46,7,23,월,프랑스음식,0
식당,분식,M,36,7,13,수,지역근린공원,0
식당,분식,F,21,10,8,월,우동,0
식당,일반한식,F,15,2,6,화,카페띠아모,0
식당,치킨,F,38,10,8,금,한정식,1
식당,분식,F,48,4,11,목,동남아음식,0
식당,피자,F,43,5,24,화,시립/군립공원,1
식당,삼겹살,M,46,6,3,금,뚜레쥬르,1
식당,족발/보쌈,F,43,3,17,금,차전문점,0
식당,국수전문,M,23,11,2,금,스테이크전문,1
식당,생고기/등심,F,34,4,11,수,찌개/탕전문,0
식당,분식,F,56,9,7,수,KFC,1
식당,분식,M,24,1,24,일,지역사찰,1
식당,치킨,F,44,11,11,금,파파이스,1
식당,족발/보쌈,M,28,11,5,수,파리바게뜨,1
식당,일반한식,M,24,4,24,금,고택/생가/민속마을,0
식당,동남아음식,M,30,10,3,수,동물원,0
식당,갈비/불고기,M,42,2,20,금,더후라이팬,1
식당,분식,M,51,1,16,월,휴양림/수목원,1
식당,찌개/탕전문,F,19,10,23,목,뚜레쥬르,0
식당,삼겹살,M,19,5,2,화,파스타전문,1
식당,일반한식,F,44,6,5,수,구민/시민회관,1
식당,생선회,F,29,11,22,일,엔제리너스,0
식당,삼겹살,F,43,10,9,토,놀부부대찌개,0
식당,생선회,M,28,6,17,수,기타아이스크림,1
식당,분식,M,45,4,4,일,냉면,0
식당,일반한식,M,22,1,9,목,우동,1
식당,돈까스전문,F,37,6,18,수,국수전문,0
식당,분식,F,46,8,6,토,뚜레쥬르,1
식당,국수전문,F,55,6,15,월,족발/보쌈,0
식당,곱창/양구이,M,39,10,11,토,공연/연극/문화센터,0
식당,냉면,M,45,6,22,월,이탈리아음식,1
식당,갈비/불고기,F,14,1,5,토,갈비/불고기,1
식당,분식,F,40,3,22,월,주커피,0
식당,분식,M,48,11,16,금,국수전문,1
식당,도시락,F,53,9,5,월,한솥도시락,1
식당,곱창/양구이,F,55,2,3,금,아쿠아리움/대형수족관,0
식당,분식,F,18,5,21,일,테마공원/대형놀이공원,0
식당,피자,M,20,10,20,화,전통찻집,0
식당,일반한식,M,18,6,18,월,암자,0
식당,갈비/불고기,M,28,3,14,수,보양식,1
식당,찌개/탕전문,F,20,10,16,금,이디야,1
식당,생고기/등심,M,48,9,17,토,죽전문,1
식당,국수전문,F,47,3,7,목,우동,1
식당,분식,M,39,12,15,화,유명사찰,0
식당,생고기/등심,M,58,2,14,월,우동,1
식당,분식,F,33,7,24,일,우동,1
식당,치킨,M,30,1,15,화,돈까스전문,0
식당,일반한식,M,24,10,8,금,망고식스,0
식당,치킨,M,19,1,7,화,스타벅스,0
식당,곱창/양구이,F,41,10,1,화,해물요리,1
식당,치킨,F,27,4,14,수,보물,1
식당,생선회,F,17,9,3,수,생고기/등심,1
식당,피자,F,52,1,7,수,시립/군립공원,0
식당,분식,F,24,12,7,화,놀부보쌈,1
식당,생고기/등심,F,21,9,2,금,요거프레소,1
식당,곱창/양구이,M,43,1,12,수,피자헛,0
식당,해물요리,F,21,2,24,월,전통찻집,1
식당,국수전문,F,33,12,9,월,다방,1
식당,일반한식,M,31,9,23,월,망고식스,1
식당,일반한식,F,27,5,21,일,죽전문,1
식당,일반한식,F,46,9,17,금,T.G.I.프라이데이스,1
식당,분식,F,56,5,2,목,삼겹살,1
식당,찌개/탕전문,F,51,3,10,토,일반유원지/일반놀이공원,0
식당,족발/보쌈,M,18,12,7,화,더후라이팬,0
식당,일반한식,M,17,11,14,일,피자,1
식당,생고기/등심,F,40,10,16,수,서원/향교/서당,0
식당,생고기/등심,F,27,6,11,토,주커피,1
식당,일반한식,M,25,8,6,토,다방,0
식당,치킨,F,42,5,2,일,교촌치킨,1
식당,햄버거/도너츠/샌드위치,M,20,6,24,토,식물원,1
식당,국수전문,F,48,5,8,토,아웃백스테이크하우스,0
식당,족발/보쌈,F,21,7,16,월,삼겹살,0
식당,치킨,M,49,7,10,토,더후라이팬,0
식당,분식,M,36,10,12,수,설빙,0
식당,삼겹살,F,23,6,1,수,대형시민/도심공원,0
식당,일반한식,F,51,12,13,수,스테이크전문,0
식당,분식,M,44,11,1,일,관광농원/허브마을,0
식당,치킨,F,24,5,1,토,KFC,1
식당,일반한식,F,46,6,9,토,일반한식,0
식당,일반한식,F,31,8,9,화,퓨전,0
식당,초밥/롤전문,F,22,11,19,금,로티보이,0
식당,갈비/불고기,F,41,3,18,토,유명사적/유적지,1
식당,초밥/롤전문,M,33,3,14,목,카페띠아모,0
식당,냉면,M,34,1,6,수,경양식,0
식당,찌개/탕전문,M,58,3,20,일,맘스터치,0
식당,찌개/탕전문,M,16,5,15,토,맥도날드,1
식당,일반한식,M,31,4,20,목,퓨전,1
식당,일반한식,F,47,9,12,목,관광농원/허브마을,1
식당,치킨,M,14,5,12,월,아쿠아리움/대형수족관,1
식당,치킨,M,14,7,5,토,본죽,1
식당,찌개/탕전문,F,24,2,22,토,토속/특산물/기념품매장,0
식당,피자,M,59,11,15,일,일반관광지,1
식당,국수전문,F,28,1,22,수,교촌치킨,0
식당,일반한식,M,18,3,17,일,대형기념관/묘역,1
식당,삼겹살,F,44,10,23,목,프랑스음식,0
식당,찌개/탕전문,M,24,6,23,수,해물요리,1
식당,국수전문,M,32,9,20,토,보물,1
식당,국수전문,M,21,4,9,목,맥도날드,1
식당,해물요리,F,17,9,6,월,파스타전문,1
식당,찌개/탕전문,M,41,1,14,화,피쉬앤그릴,1
식당,치킨,F,29,5,11,금,KFC,1
식당,국수전문,F,38,1,5,일,미술관,1
식당,국수전문,M,50,4,13,수,파스타전문,0
식당,국수전문,M,55,1,18,화,우동,0
식당,일반한식,F,22,11,13,수,나뚜루,1
식당,일반한식,F,37,5,24,목,원할머니보쌈,1
식당,족발/보쌈,F,55,2,24,월,동물원,0
식당,일반한식,M,55,3,6,토,아쿠아리움/대형수족관,0
식당,갈비/불고기,F,31,12,23,토,갈비/불고기,1
식당,찌개/탕전문,M,20,9,24,목,고택/생가/민속마을,1
식당,치킨,M,22,9,12,목,커피빈,0
식당,찌개/탕전문,M,53,5,8,목,미술관,1
식당,삼겹살,M,56,10,19,금,초밥/롤전문,1
식당,치킨,F,55,10,22,목,돈까스전문,0
식당,생고기/등심,F,34,7,13,수,야식(24시간오픈),1
식당,일반한식,F,51,9,23,토,온천지역,0
식당,일반한식,M,56,9,10,토,주커피,1
식당,일반한식,F,52,10,21,월,암자,0
식당,햄버거/도너츠/샌드위치,F,43,3,11,수,경양식,0
식당,햄버거/도너츠/샌드위치,M,46,10,15,월,일반부페,1
식당,국수전문,M,50,7,23,수,맥도날드,1
식당,일반한식,M,49,12,15,금,전통찻집,0
식당,찌개/탕전문,M,35,7,6,월,BBQ치킨,1
식당,치킨,M,21,12,7,토,맥시칸,1
식당,국수전문,M,36,12,14,월,지역축제,1
식당,냉면,M,53,8,2,일,차전문점,1
식당,찌개/탕전문,F,34,7,6,일,지역호수/저수지,0
식당,우동,F,18,4,17,일,시립/군립공원,0
식당,족발/보쌈,F,36,11,22,토,대형호수/저수지,0
식당,일반한식,M,23,10,7,월,암자,0
식당,분식,F,57,7,12,금,카페(도심),1
식당,곱창/양구이,F,55,8,17,월,한정식,0
식당,치킨,F,14,5,6,월,스테이크전문,1
식당,분식,F,16,11,20,일,샤브샤브,1
식당,치킨,F,48,12,3,토,피자,1
식당,일반한식,M,56,12,2,화,스무디킹,1
식당,분식,M,48,10,11,수,원할머니보쌈,0
식당,분식,F,57,4,10,일,유명사적/유적지,1
식당,일반한식,F,30,6,11,토,해물요리,0
식당,일반한식,M,44,3,8,월,스무디킹,0
식당,치킨,F,28,1,15,화,기타전시/박물관,1
식당,갈비/불고기,M,24,2,21,목,아쿠아리움/대형수족관,0
식당,일반한식,M,14,8,7,토,나뚜루,1
식당,국수전문,M,34,2,16,월,맥도날드,1
식당,찌개/탕전문,F,42,1,11,일,일반한식,1
식당,일반한식,F,33,8,24,화,커피빈,1
식당,분식,M,18,8,1,화,동남아음식,0
식당,분식,M,43,11,5,토,퓨전,1
식당,생고기/등심,M,40,10,9,토,대형전시/박물관,0
식당,갈비/불고기,M,24,8,18,일,파파존스피자,1
식당,갈비/불고기,M,50,4,2,토,비/탑/문/각,1
식당,일반한식,F,59,7,6,금,시립/군립공원,0
식당,분식,M,41,10,21,목,죽전문,0
식당,삼겹살,F,33,3,2,목,닭익는마을,0
식당,일반한식,M,19,10,13,일,더후라이팬,1
식당,일반한식,M,24,2,24,토,차전문점,1
식당,삼겹살,M,57,10,20,수,먹거리/패션거리,0
식당,분식,M,37,6,10,일,스타벅스,0
식당,찌개/탕전문,F,14,7,22,화,호텔부페,1
식당,일반한식,F,46,9,1,일,공차,1
식당,치킨,M,32,10,4,수,국수전문,0
식당,일반한식,F,39,7,8,월,일반관광지,0
식당,국수전문,F,43,9,20,일,KFC,0
식당,일반한식,F,34,4,2,토,파스타전문,1
식당,돈까스전문,F,53,1,8,수,토속/특산물/기념품매장,0
식당,돈까스전문,M,29,12,3,목,파리바게뜨,0
식당,찌개/탕전문,F,22,7,24,수,지역호수/저수지,0
식당,국수전문,M,40,10,6,목,죽전문,0
식당,해물요리,M,43,2,2,금,대형전시/박물관,0
식당,일반한식,M,37,12,22,목,이디야,1
식당,갈비/불고기,M,45,11,16,토,대형전시/박물관,1
식당,찌개/탕전문,M,25,8,6,일,보물,0
식당,햄버거/도너츠/샌드위치,M,20,2,21,토,도시락,0
식당,일반한식,F,43,4,16,목,온천지역,1
식당,일반한식,F,58,4,22,토,피쉬앤그릴,1
식당,찌개/탕전문,F,51,12,1,토,스테이크전문,1
식당,도시락,M,58,4,22,월,차전문점,0
식당,찌개/탕전문,F,52,9,23,토,파리바게뜨,0
식당,생고기/등심,F,28,5,21,수,일반관광지,1
식당,일반한식,F,20,1,13,일,유명사적/유적지,1
식당,생고기/등심,F,47,9,13,화,지역호수/저수지,0
식당,찌개/탕전문,F,25,7,4,수,지역사찰,0
식당,스테이크전문,M,42,9,15,일,먹거리/패션거리,1
식당,일반한식,M,55,4,21,월,놀부부대찌개,1
식당,갈비/불고기,M,16,3,10,금,일반부페,1
식당,찌개/탕전문,F,27,4,12,일,먹거리/패션거리,1
식당,일반한식,M,34,9,7,수,삼겹살,0
식당,일반한식,F,47,9,12,목,전통찻집,0
식당,피자,F,16,8,15,월,시립/군립공원,1
식당,일반한식,F,52,3,22,일,프랑스음식,0
식당,생고기/등심,F,19,5,21,수,피자헛,0
식당,닭/오리구이,F,28,3,11,수,암자,1
식당,일반한식,F,16,1,8,월,놀부보쌈,0
식당,분식,F,35,7,11,금,기타전시/박물관,1
식당,생선회,M,19,10,8,토,국수전문,1
식당,치킨,F,33,7,19,금,돈까스전문,0
식당,찌개/탕전문,F,50,2,21,토,이탈리아음식,0
식당,곱창/양구이,F,22,12,3,화,죽전문,0
식당,족발/보쌈,F,56,12,17,화,빕스,1
식당,일반한식,M,28,3,14,일,전문부페,0
식당,족발/보쌈,M,22,5,2,화,시립/군립공원,0
식당,우동,M,28,4,19,화,퓨전,1
식당,치킨,F,23,9,22,일,소형갤러리,0
식당,국수전문,F,24,8,20,목,스테이크전문,0
식당,분식,F,31,12,1,목,죽전문,0
식당,닭/오리구이,F,55,3,21,금,암자,1
식당,갈비/불고기,M,31,5,21,월,이탈리아음식,0
식당,생고기/등심,F,48,4,22,수,카페베네,1
식당,국수전문,F,31,3,24,금,놀부보쌈,0
식당,국수전문,M,43,1,5,화,관광농원/허브마을,0
식당,해물요리,M,36,9,7,토,한솥도시락,1
식당,분식,M,56,10,7,금,벌집삼겹살,0
식당,삼겹살,F,50,7,2,목,동물원,0
식당,일반한식,M,20,11,10,화,동물원,0
식당,일반한식,M,49,12,6,월,맥시칸,1
식당,피자,F,14,6,11,월,주커피,0
식당,생선회,M,22,5,5,수,아웃백스테이크하우스,0
식당,분식,M,51,4,8,수,스무디킹,0
식당,생선회,M,40,10,19,수,놀부보쌈,1
식당,갈비/불고기,M,51,9,20,화,족발/보쌈,1
식당,일반한식,M,30,2,12,목,먹거리/패션거리,1
식당,국수전문,M,39,12,10,화,아쿠아리움/대형수족관,1
식당,삼겹살,M,15,6,11,금,할리스커피,1
식당,일반한식,F,52,6,2,화,온천지역,1
식당,갈비/불고기,M,18,12,3,금,카페(관광지),1
식당,분식,M,18,8,11,금,스타벅스,1
식당,스테이크전문,F,25,8,22,월,빕스,0
식당,찌개/탕전문,F,29,10,4,금,식물원,0
식당,국수전문,M,29,6,1,목,파파이스,1
식당,찌개/탕전문,M,26,10,22,화,분식,1
식당,치킨,M,44,12,15,토,분식,0
식당,생고기/등심,F,44,7,11,토,카페(도심),0
식당,분식,M,39,10,21,토,해물요리,1
식당,치킨,M,38,6,9,일,구민/시민회관,0
식당,치킨,F,53,4,14,월,카페쎄리오,1
식당,분식,F,44,1,17,목,냉면,0
식당,찌개/탕전문,F,59,7,1,화,유명사적/유적지,0
식당,생고기/등심,F,45,1,20,금,스무디킹,0
식당,곱창/양구이,F,51,7,10,토,갈비/불고기,0
식당,곱창/양구이,M,57,6,18,수,찌개/탕전문,0
식당,일반한식,M,48,6,16,수,대형미술관,1
식당,일반한식,M,35,2,9,금,설빙,1
식당,생고기/등심,F,43,8,8,금,파파이스,0
식당,치킨,M,19,11,2,화,로티보이,1
식당,치킨,F,48,1,12,토,던킨도너츠,0
식당,해물요리,M,30,6,20,일,대형예술센터,0
식당,생선회,M,22,8,5,금,차전문점,0
식당,생고기/등심,M,24,10,2,토,일반한식,1
식당,죽전문,F,26,12,22,토,뚜레쥬르,1
식당,일반한식,M,23,6,5,수,닭/오리구이,0
식당,일반한식,M,42,10,23,화,유명사찰,0
식당,생고기/등심,F,30,6,16,수,커피빈,1
식당,일반한식,F,39,9,1,금,피쉬앤그릴,0
식당,국수전문,F,48,4,9,일,야식(24시간오픈),1
식당,찌개/탕전문,F,34,4,18,화,대형예술센터,1
식당,찌개/탕전문,M,35,10,17,토,대형기념관/묘역,1
식당,일반한식,F,34,8,13,수,치킨,0
식당,초밥/롤전문,F,49,4,5,일,폭포/계곡,1
식당,분식,M,22,4,13,토,철판요리,1
식당,국수전문,F,58,5,16,수,철판요리,1
식당,일반한식,M,26,7,4,토,카페쎄리오,0
식당,일반한식,M,46,4,5,수,비/탑/문/각,0
식당,도시락,F,16,12,17,금,카페띠아모,1
식당,찌개/탕전문,F,20,4,4,일,소형갤러리,0
식당,일반한식,F,44,5,16,화,관광농원/허브마을,0
식당,국수전문,M,21,10,15,일,맥도날드,0
식당,치킨,F,45,2,17,일,뚜레쥬르,1
식당,국수전문,F,36,8,19,목,경양식,1
식당,일반한식,M,16,9,23,일,유명사찰,1
식당,일반한식,F,40,12,8,일,굽네치킨,0
식당,동남아음식,M,25,4,16,월,온천지역,1
식당,분식,M,49,9,1,수,대형전시/박물관,1
식당,일반한식,M,30,7,16,월,먹거리/패션거리,0
식당,일반한식,F,54,2,24,일,이디야,1
식당,생선회,F,15,11,23,목,공차,1
식당,국수전문,F,54,10,10,월,지역사찰,1
식당,치킨,F,48,11,20,수,대형기념관/묘역,1
식당,피자,M,36,9,10,금,로티보이,0
식당,국수전문,M,24,6,2,월,지역사찰,0
식당,갈비/불고기,M,53,1,14,화,이탈리아음식,0
식당,분식,F,58,3,16,금,분식,1
식당,찌개/탕전문,M,51,7,12,목,죽전문,1
식당,치킨,F,52,11,10,토,BBQ치킨,1
식당,생선회,F,33,9,1,일,토속/특산물/기념품매장,1
식당,일반한식,M,18,4,24,일,지역사찰,1
식당,일반한식,F,58,8,24,화,호텔부페,0
식당,생고기/등심,M,30,8,5,금,탐앤탐스,1
식당,햄버거/도너츠/샌드위치,M,44,10,9,금,뚜레쥬르,1
식당,일반한식,F,22,7,4,금,프랑스음식,1
식당,국수전문,F,42,10,8,토,유명사찰,0
식당,일반한식,M,28,3,15,일,보양식,0
식당,일반한식,M,16,12,18,목,온천지역,0
식당,치킨,M,27,1,6,수,동남아음식,1
식당,국수전문,F,34,7,4,월,호텔부페,1
식당,국수전문,M,40,12,15,일,치킨,0
식당,치킨,F,46,12,6,수,벌집삼겹살,0
식당,생고기/등심,M,34,3,9,토,커피빈,1
식당,햄버거/도너츠/샌드위치,F,45,1,2,금,나뚜루,0
식당,일반한식,F,26,8,10,토,할리스커피,0
식당,일반한식,M,27,2,20,일,온천지역,0
식당,일반한식,F,56,5,16,목,카페(관광지),0
식당,생선회,F,27,8,23,목,이탈리아음식,1
식당,일반한식,F,44,4,7,화,지역호수/저수지,0
식당,일반한식,F,14,10,17,일,유명관광지,1
식당,치킨,F,56,1,19,일,인도음식,0
식당,피자,M,50,5,7,일,돈까스전문,0
식당,일반한식,F,59,8,1,월,떡집,0
식당,일반한식,F,38,6,9,월,보양식,1
식당,일반한식,M,15,3,11,금,스무디킹,1
식당,동남아음식,M,37,4,24,수,온천지역,0
식당,분식,M,54,11,17,월,일반유원지/일반놀이공원,1
식당,일반한식,M,21,10,8,월,아웃백스테이크하우스,0
식당,우동,F,19,6,5,월,우동,0
식당,일반한식,F,54,9,13,목,일반부페,0
식당,분식,M,52,7,19,일,곱창/양구이,1
식당,일반한식,F,36,10,20,수,야식(24시간오픈),0
식당,일반한식,M,23,5,1,토,주커피,0
식당,치킨,M,58,4,4,월,아쿠아리움/대형수족관,1
식당,족발/보쌈,M,28,11,15,목,투썸플레이스,1
식당,분식,F,24,3,19,목,지역사찰,0
식당,햄버거/도너츠/샌드위치,F,36,1,4,화,할리스커피,1
식당,치킨,M,37,10,5,화,생선회,1
식당,일반한식,M,14,4,6,화,국수전문,1
식당,갈비/불고기,M,33,5,17,수,지역사찰,0
식당,냉면,M,28,9,19,화,관광농원/허브마을,1
식당,찌개/탕전문,F,24,8,14,금,스무디킹,0
식당,국수전문,F,33,4,18,월,일반유원지/일반놀이공원,1
식당,일반한식,F,56,3,5,일,철판요리,1
식당,치킨,F,31,12,17,목,고택/생가/민속마을,1
식당,삼겹살,M,34,2,10,목,설빙,0
식당,족발/보쌈,F,16,3,21,수,곱창/양구이,1
식당,일반한식,F,20,1,4,화,먹거리/패션거리,1
식당,국수전문,M,42,1,5,화,분식,1
식당,햄버거/도너츠/샌드위치,M,20,5,13,일,유명사적/유적지,1
식당,냉면,F,34,6,18,목,아웃백스테이크하우스,0
식당,국수전문,F,47,11,8,일,도미노피자,0
식당,국수전문,M,14,4,11,수,던킨도너츠,0
식당,족발/보쌈,F,50,8,17,목,우동,0
식당,초밥/롤전문,M,17,2,9,월,파스쿠찌,1
식당,족발/보쌈,F,35,12,24,금,투썸플레이스,1
식당,치킨,F,32,6,1,토,찌개/탕전문,0
식당,일반한식,F,29,1,11,화,뚜레쥬르,0
식당,일반한식,F,48,8,8,토,경양식,1
식당,찌개/탕전문,F,59,7,7,금,족발/보쌈,1
식당,피자,M,17,10,7,화,기타아이스크림,1
식당,치킨,F,44,2,14,목,프랑스음식,1
식당,치킨,F,53,12,19,토,일반한식,1
식당,찌개/탕전문,F,27,12,11,월,동물원,0
식당,치킨,M,23,7,7,수,닭익는마을,0
식당,찌개/탕전문,F,34,4,18,일,유명사찰,0
식당,분식,M,38,3,7,목,닭익는마을,0
식당,치킨,F,53,10,18,화,드롭탑,0
식당,곱창/양구이,F,58,3,19,목,차전문점,1
식당,일반한식,M,43,5,21,일,온천지역,1
식당,일반한식,M,28,7,3,토,차전문점,0
식당,찌개/탕전문,M,42,2,21,목,주커피,1
식당,분식,M,35,9,20,금,애슐리,0
식당,냉면,M,41,8,1,월,찌개/탕전문,1
식당,일반한식,F,17,10,14,일,맘스터치,0
식당,일반한식,M,52,1,3,금,보물,0
식당,생고기/등심,F,51,3,24,월,미술관,0
식당,햄버거/도너츠/샌드위치,F,50,3,21,일,설빙,0
식당,갈비/불고기,F,29,3,19,월,갈비/불고기,0
식당,갈비/불고기,F,21,3,9,수,기타전시/박물관,0
식당,분식,M,20,3,2,수,호텔부페,1
식당,분식,M,18,4,6,화,경양식,0
식당,분식,F,58,3,9,월,할리스커피,1
식당,분식,M,54,7,20,월,유명관광지,0
식당,생선회,M,24,4,5,금,할리스커피,0
식당,한정식,F,45,12,2,목,성/성터,1
식당,일반한식,M,39,1,2,목,지역사찰,0
식당,갈비/불고기,F,26,2,19,토,휴양림/수목원,0
식당,찌개/탕전문,F,14,5,13,토,본죽,1
식당,해물요리,M,57,2,21,화,도미노피자,0
식당,치킨,F,25,7,20,화,동남아음식,0
식당,일반한식,M,20,6,23,일,샤브샤브,0
식당,분식,F,58,6,5,토,망고식스,0
식당,갈비/불고기,M,55,12,6,수,프랑스음식,0
식당,찌개/탕전문,M,59,9,7,화,인도음식,1
식당,생고기/등심,F,28,7,2,금,던킨도너츠,1
식당,생고기/등심,M,57,1,8,일,일반한식,0
식당,일반한식,M,39,11,20,월,해물요리,1
식당,생선회,M,35,10,5,토,한정식,1
식당,찌개/탕전문,F,17,12,12,일,차전문점,0
식당,일반한식,F,17,3,24,토,햄버거/도너츠/샌드위치,1
식당,냉면,M,25,9,8,수,요거프레소,0
식당,삼겹살,F,50,1,18,금,KFC,0
식당,국수전문,F,41,4,14,토,원할머니보쌈,0
식당,갈비/불고기,F,20,5,9,금,페리카나,0
식당,분식,F,49,12,18,금,폭포/계곡,0
식당,생선회,M,29,6,13,토,KFC,0
식당,일반한식,M,25,10,9,일,한솥도시락,1
식당,곱창/양구이,M,57,11,14,화,BBQ치킨,0
식당,삼겹살,M,38,2,11,토,주커피,1
식당,생선회,M,51,12,24,월,경양식,0
식당,햄버거/도너츠/샌드위치,M,59,5,11,금,생선회,0
식당,곱창/양구이,M,26,10,9,수,대형미술관,0
식당,치킨,F,41,8,23,토,토속/특산물/기념품매장,0
식당,닭/오리구이,M,51,4,18,화,버거킹,0
식당,일반한식,F,35,5,8,목,크리스피크림도넛,1
식당,일반한식,F,39,5,1,월,고택/생가/민속마을,1
식당,분식,M,51,5,18,화,빕스,0
식당,해물요리,M,34,11,18,금,인도음식,1
식당,국수전문,F,54,4,17,목,동물원,1
식당,찌개/탕전문,M,42,2,22,토,호텔부페,1
식당,국수전문,M,55,8,12,일,나뚜루,1
